App id,Review id,Sentence id,Sentence content,Feature (Positive),Feature (Neutral),Feature (Negative),Feature (All Annotated)
B004LOMB2Q,A3I7GXUDCFVETM,3,For use on multiple devices this app is a sink hole for wasting time and effort trying to set it up.,,,,
B004LOMB2Q,A11KHPFLX847IA,1,I wish I had started using this sooner.,,,,
B004LOMB2Q,A11KHPFLX847IA,2,"I love that I can access the information from my phone, computer, and Kindle.",access the information,,,access the information
B004LOMB2Q,A312MV8USPB8M7,1,"Honestly haven't used it yet, but with so many reviews entered why should you care?",,,,
B004LOMB2Q,A312MV8USPB8M7,2,Make a note of that.,,Make a note,,Make a note
B004LOMB2Q,A12W29E97TJ2TM,1,i love this app.,,,,
B004LOMB2Q,A12W29E97TJ2TM,2,it is so easy to use and works on all my platforms from apple to my kindle.,,,,
B004LOMB2Q,A90PW4X5YW7M4,1,This app is very organized.,,,,
B004LOMB2Q,A90PW4X5YW7M4,2,"If you're like me and jot things down on whatever scrap of paper is available, this is an excellent choice.",,jot things down,,jot things down
B004LOMB2Q,A90PW4X5YW7M4,3,I use it on my Kindle and haven't had any problems with it so far.,,,,
B004LOMB2Q,A90PW4X5YW7M4,4,I would recommend this to anyone.,,,,
B004LOMB2Q,A3RFEO38XYFKW5,1,I have discovered this program as I was looking for a way to making my job in writing easier and I must say that I am very pleased.,making my job in writing,,,making my job in writing
B004LOMB2Q,A3RFEO38XYFKW5,2,I can now work ok my computer either locally or by the net as well as on my Kindle tablet.,,,,
B004LOMB2Q,A3RFEO38XYFKW5,3,I am totally satisfied!!!,,,,
B004LOMB2Q,A232AR5BMCILG,1,"I save everything on Evernote, I mean pictures, magazine clips, recipes, thoughts, you name it.",,save;pictures;magazine;clips;recipes;thoughts,,save;pictures;magazine;clips;recipes;thoughts
B004LOMB2Q,A232AR5BMCILG,2,"The best part is I can access it on my kindle, phone, and computer.",,,,
B004LOMB2Q,AOD71UBJOLJQW,1,"love to save all my notes because I have short term memory, not sure if its cause from all the weed I used to smoke.",save all my notes,,,save all my notes
B004LOMB2Q,AOD71UBJOLJQW,2,I love this app.,,,,
B004LOMB2Q,AOD71UBJOLJQW,3,the only thing I hate is that the government has access to all my movie ideas which I have seen come to film threw out the years.,,,,
B004LOMB2Q,AOD71UBJOLJQW,4,but that's the price I have to pay for not getting my lazy beer drinking fat asss off my couch and making them myself. . . sigh.,,,,
B004LOMB2Q,AOD71UBJOLJQW,5,anyways love the app!,,,,
B004LOMB2Q,A39S3SVL1D8FI2,1,"I've used this app to plan an entire choir tour to Germany and Austria this past May, and am currently working on digitizing a suggested menu for a fine dining restaurant.",,plan an entire choir tour,,plan an entire choir tour
B004LOMB2Q,A39S3SVL1D8FI2,2,"Works amazingly, along with Skitch, but I wish there was a way to import notes into a type of presentation app.",Skitch,import notes,,Skitch;import notes
B004LOMB2Q,A39S3SVL1D8FI2,3,"All in all, very helpful!",,,,
B004LOMB2Q,A2SPGQH2AZMNRN,1,"Convenient to have on my kindle, easy to use, what's not to love?",,,,
B004LOMB2Q,A2SPGQH2AZMNRN,2,I use it for my grocery and to-do lists and I love it!,grocery;to-do lists ,,,grocery;to-do lists 
B004LOMB2Q,A3BGCGXAJWZZY3,1,"love the program, best thing that I can use to keep track of all my notes I scatter around.",keep track of all my notes,,,keep track of all my notes
B004LOMB2Q,A3BGCGXAJWZZY3,2,Keeps me well organized and happy with all of everyday task and Internet notes,,Keeps me well organized;Internet notes,,Keeps me well organized;Internet notes
B004LOMB2Q,A5QVPEDG62HV2,1,The developer is devoted to improving the product and making it easier to interface with browsers.,,interface with browsers,,interface with browsers
B004LOMB2Q,A5QVPEDG62HV2,2,"What's more, its cloud interface allows seamless synch.",,cloud interface;synch,,cloud interface;synch
B004LOMB2Q,A5QVPEDG62HV2,3,with all your computers.,,,,
B004LOMB2Q,A2TCHW9TE46QX,1,"Great app that is attractive, easy to learn and use and helpful in many levels of life organization.",life organization,,,life organization
B004LOMB2Q,A2TCHW9TE46QX,2,Grateful I finally decided to try it out.,,,,
B004LOMB2Q,A1A3ZDQLJTJRW8,1,i use it for work and as personal journal.,,,,
B004LOMB2Q,A1A3ZDQLJTJRW8,2,"replaced colornote, delicious, and google drive.",,,,
B004LOMB2Q,A1A3ZDQLJTJRW8,3,it gets better everyday ...,,,,
B004LOMB2Q,AK59FM7RKTVZ9,1,sometime there or appointments 6 months away an I need a notice with an alarm there is not  an alarm on evernote are Ihave haven't found one but this help I always want an alarm,,notice with an alarm;alarm;alarm,,notice with an alarm;alarm;alarm
B004LOMB2Q,A19E5KBYHYDN72,1,I've used this for over a year.,,,,
B004LOMB2Q,A19E5KBYHYDN72,2,Helps me keep organized.,,,,
B004LOMB2Q,A19E5KBYHYDN72,3,Sharing notes with other users is awesome.,Sharing notes,,,Sharing notes
B004LOMB2Q,AMEIAYNOVG2ET,1,"awesome app, i didn't like evernote at first but now that i have a kindle its lightened my load by 90 percent, no more folders packed with paper, i can carry every thing with me without having to suffer from all the weight in my purse.",,,,
B004LOMB2Q,AMEIAYNOVG2ET,2,i just scan everything into evernote and it automatically files everything for me.,,scan;automatically files,,scan;automatically files
B004LOMB2Q,AMEIAYNOVG2ET,3,good job guys!!,,,,
B004LOMB2Q,AN0NGVMIF5ZEJ,1,i had to switch Kindles after one was faulty and Evernote was an easy way to keep all my documents.,keep all my documents,,,keep all my documents
B004LOMB2Q,AN0NGVMIF5ZEJ,2,the only thing is that it doesnt save larger files.,,save larger files,,save larger files
B004LOMB2Q,A1WX1S8669CIPT,1,I use this when I don't have access to my computer to type up my homework.,,type up my homework,,type up my homework
B004LOMB2Q,A1WX1S8669CIPT,2,and because I have the app on my phone I can work on my homework anywhere.,,,,
B004LOMB2Q,APQQSC2SMJ8BX,1,great app that does what it says.,,,,
B004LOMB2Q,APQQSC2SMJ8BX,2,use it on my kindle and my Pc.would recommend to everybody.,,,,
B004LOMB2Q,APQQSC2SMJ8BX,3,only gripe is the interface on the kindle could be better.,,,interface,interface
B004LOMB2Q,A3AJ6LK7A5ZZ9R,1,i really like its shared feature.,shared feature,,,shared feature
B004LOMB2Q,A3AJ6LK7A5ZZ9R,2,"i can write a note and have it on my phone, computer and tablet.",,write a note,,write a note
B004LOMB2Q,A3AJ6LK7A5ZZ9R,3,I like that it can do photos videos audio and text.,do photos;do videos;do audio;do text,,,do photos;do videos;do audio;do text
B004LOMB2Q,A3AJ6LK7A5ZZ9R,4,I like the way you can organize into notebooks.,organize into notebooks,,,organize into notebooks
B004LOMB2Q,A3AJ6LK7A5ZZ9R,5,everything is very useful.,,,,
B004LOMB2Q,A3AJ6LK7A5ZZ9R,6,I like it a lot.,,,,
B004LOMB2Q,AJCBQCE0DPTGX,1,great app for taking notes across all platforms.,taking notes,,,taking notes
B004LOMB2Q,AJCBQCE0DPTGX,2,no matter where I am or what device I have available I can always update or create notes.,,update notes;create notes,,update notes;create notes
B004SIIBGU,ANZL534L7AJ2Z,1,I always have trouble checking my purchased items.,,,checking my purchased items,checking my purchased items
B004SIIBGU,ANZL534L7AJ2Z,2,It could be easier to move around and search in the app.,,move around;search,,move around;search
B004SIIBGU,A2OQTIKT589WON,1,"Can buy stuff online, post items up for sale, keep an eye on your watch list!",,buy stuff;post items up for sale;keep an eye on your watch list,,buy stuff;post items up for sale;keep an eye on your watch list
B004SIIBGU,A2OQTIKT589WON,2,Nothing to complain about at all for this APP!,,,,
B004SIIBGU,A2C6F3XTF4G00E,1,Haven't been able to use it yet.,,,,
B004SIIBGU,A2C6F3XTF4G00E,2,I have tried but it keeps asking for my user name and password and won't let me go any further.,,asking for my user name and password,,asking for my user name and password
B004SIIBGU,A2AMYU0SX9GH2J,1,"Gets the simple jobs done, able to select and pay on the spot pretty happy with this app what else can i say?",,select on the spot;pay on the spot,,select on the spot;pay on the spot
B004SIIBGU,A2BB4DGBRVGKWW,1,"I have the same problem on two different phones, even after several updates to the app.No matter what I do with the notifications, they never stop.",,updates;notifications,,notifications;updates
B004SIIBGU,A2BB4DGBRVGKWW,2,"I have each individual notification type turned off, and I have the general notification toggle turned off.",,individual notification type turned off;general notification toggle turned off,,individual notification type turned off;general notification toggle turned off
B004SIIBGU,A2BB4DGBRVGKWW,3,It even displays a brief popup when I do this which says it is updating the settings.,,displays a brief popup;updating the settings,,displays a brief popup;updating the settings
B004SIIBGU,A2BB4DGBRVGKWW,4,"And yet, the crummy bloop still keeps coming.The has been a problem since last year with a Nexus S, and now the same happens with the new Moto G (not that the phone model should have anything to do with the app's own settings).",,settings,,settings
B004SIIBGU,A6QV3CJ5378WW,1,I downloaded the ebay app because I had some specific items I wanted to look for and I wasn't at home near my desktop.,,items I wanted to look for,,items I wanted to look for
B004SIIBGU,A6QV3CJ5378WW,2,The app is well laid out and intuitive to use.,,,,
B004SIIBGU,A6QV3CJ5378WW,3,I would recommend it and find myself using the app more often than going into the office to check things out on the desktop.,,,,
B004SIIBGU,A3QGL4W4KC6I45,1,For viewing and bidding the droid app is the way to go.,,viewing;bidding,,viewing;bidding
B004SIIBGU,A3QGL4W4KC6I45,2,If I am closing in on a bid I keep laptop and tablet going but the tablet is my preference.,,closing in on a bid,,closing in on a bid
B004SIIBGU,A3QGL4W4KC6I45,3,"The slimmed down UI makes it very easy to bid, buy and get notified!",bid;buy;get notified;UI,,,bid;buy;get notified;UI
B004SIIBGU,A2Z5G2Y7LOJDUN,1,Got to love Ebay and now I have access to it on my phone and Kindle.,,,,
B004SIIBGU,A2Z5G2Y7LOJDUN,2,SImple and easy to use.,,,,
B004SIIBGU,AZMPE9U5ENH8J,1,I have this installed on my Kindle device.,,installed,,installed
B004SIIBGU,AZMPE9U5ENH8J,2,I'm a bit addicted to EBay so this is perfect for me.,,,,
B004SIIBGU,AW0LPYMSI8FE4,1,Of course you need Ebay.,,,,
B004SIIBGU,AW0LPYMSI8FE4,2,I use it a lot and is a must have for my family.,,,,
B004SIIBGU,AW0LPYMSI8FE4,3,I like it on the kindle just because the size is bigger than my iphone.,,,,
B004SIIBGU,AW0LPYMSI8FE4,4,Definately a plus app!,,,,
B004SIIBGU,AMADI7SC9RYG2,1,I like this app for finding car parts for both my old and new cars it's kind of fun to bid on stuff,finding car parts;bid on stuff,,,finding car parts;bid on stuff
B004SIIBGU,A3HTHJTVIIXEBU,1,Makes shopping on Ebay quick and easy.,shopping,,,shopping
B004SIIBGU,A3HTHJTVIIXEBU,2,"It is great when you don't have your computer with you, but want to shop.",shop,,,shop
B004SIIBGU,A3KIC8125930K6,1,I love Ebay.,,,,
B004SIIBGU,A3KIC8125930K6,2,for viewing and bidding the droid app is the way to go.,,viewing;bidding,,viewing;bidding
B004SIIBGU,A3KIC8125930K6,3,"Works well, no glitches.",,,,
B004SIIBGU,A2Z3PDY9R3OTFN,1,"hard to find your way around, great for a quick check of items though.",check of items,,,check of items
B004SIIBGU,A2Z3PDY9R3OTFN,2,Cannot check ebay messages.,,check ebay messages,,check ebay messages
B004SIIBGU,A1TH9GUK9M0CXZ,1,Love this app.,,,,
B004SIIBGU,A1TH9GUK9M0CXZ,2,Now I can shop ebay without having to turn on my computer!,,shop,,shop
B004SIIBGU,A1TH9GUK9M0CXZ,3,Since I never go anywhere w/o my Kindle I always have access to ebay.,,,,
B004SIIBGU,A2Y7W9FYMQEN4X,1,Cannot be without the Ebay app at hand.,,,,
B004SIIBGU,A2Y7W9FYMQEN4X,2,Love the convenience of shopping and selling on my kindle.,shopping;selling,,,shopping;selling
B004SIIBGU,A2Y7W9FYMQEN4X,3,Great place to find &#34;the hard to find&#34; gifts.,,,,
B004SIIBGU,A2Y7W9FYMQEN4X,4,This app is perfect.,,,,
B004SIIBGU,A3A7KPPV6CV3CT,1,I downloaded this app on my kindle fire for days I could continue to bid on items when I'm away from my computer.,,bid on items,,bid on items
B004SIIBGU,A3A7KPPV6CV3CT,2,I love it and I'm glad I downloaded it!,,,,
B004SIIBGU,A15EZAE8VA8XBV,1,App worked great at first then it would never open and the kindle would automatically close it out with a error message.,,error message,,error message
B004SIIBGU,A2J2MFSXIBWG0Q,1,Very simple navagation and browsing tools!,navagation;browsing tools,,,navagation;browsing tools
B004SIIBGU,A2J2MFSXIBWG0Q,2,I like that a list of your activity on ebay is easy to see and manage and it doesn't move from your main search list.,list of your activity,main search list,,list of your activity;main search list
B004SIIBGU,AB0MRFXCOGSPM,1,"Great app, convenient and its free.",,,,
B004SIIBGU,AB0MRFXCOGSPM,2,Great for watching those bids and just finding special items.,watching those bids;finding special items,,,watching those bids;finding special items
B004SIIBGU,AB0MRFXCOGSPM,3,A must have app.,,,,
B004SIIBGU,AJCEBHGTNL89H,1,"I have been dealing with ebay for years, almost all of my transactions were great.",transactions,,,transactions
B004SIIBGU,AJCEBHGTNL89H,2,And the best part about it is you don't have to deal with the over populated communities that we all live in.,,,,
B004SIIBGU,ARWRL7Z13FELI,1,Ebay is easy to use and a great way to get products at good prices without driving miles and wasting hours shopping and not finding the product I am looking for., get products at good prices,,, get products at good prices
B004SIIBGU,A3TIQH4294NJOA,1,App is ok.,,,,
B004SIIBGU,A3TIQH4294NJOA,2,"You can do some basic things with it... probably should have rated it a 4, but my God do I hate ebay...",,,,
B004SIIBGU,A59W95XA86UUP,1,"I had my items to sell listed in minutes and there was even the option of importing pictures from my phone, no need to download to my computer!",,items to sell listed;importing pictures,,items to sell listed;importing pictures
B004SIIBGU,A3CTLO66XMI0EC,1,Loaded this on my HTC 8X windows phone and it does everything I expect of it.,,,,
B004SIIBGU,A3CTLO66XMI0EC,2,"Very ice app, thanks.",,,,
B004SIIBGU,A1H8AYGN7JNKDP,1,Easy to use and handy.,,,,
B004SIIBGU,A1H8AYGN7JNKDP,2,"Log in easy, search easy.",Log in;search,,,Log in;search
B004SIIBGU,A1H8AYGN7JNKDP,3,Way better on my tablet than trying to use the web browser!,,,,
B004SIIBGU,A2QURH6SPAG9SE,1,This app is great!,,,,
B004SIIBGU,A2QURH6SPAG9SE,2,So much better than the website - just wish I could see my eBay Bucks balance in the app instead of having to go to the site!,,see my eBay Bucks balance,,see my eBay Bucks balance
B004SIIBGU,AXXZ6PLMJ1G3P,1,This is a nice app to stay informed of new posting on ebay.,stay informed of new posting,,,stay informed of new posting
B004SIIBGU,AXXZ6PLMJ1G3P,2,I enter the search criteria and it sends me an update if someone posts it.,,enter the search criteria;sends me an update;posts,,enter the search criteria;sends me an update;posts
B004SIIBGU,A3K2HFPHI37N9X,1,I love to shop on ebay.,shop,,,shop
B004SIIBGU,A3K2HFPHI37N9X,2,Now i can where ever I have my Kindle.,,,,
B004SIIBGU,A3K2HFPHI37N9X,3,Makes shopping much more easier.,shopping,,,shopping
B004SIIBGU,A2CQVQ1G4Z74HY,1,Both mine and my husband's most used app on our phones and tablets alike.,,,,
B004SIIBGU,A2CQVQ1G4Z74HY,2,Very practical and helpful for anyone.,,,,
B004SIIBGU,A2DYN45LYZ6WKN,1,I am a first time user so I am not confident.yet.,,,,
B004SIIBGU,A2DYN45LYZ6WKN,2,in using my devise.But so far.,,,,
B004SIIBGU,A2DYN45LYZ6WKN,3,so good I'll learn.I'm only 78 so I've got plenty of time.,,,,
B004SIIBGU,ABWFY5G5NWDBZ,1,I find this app easy to manage my ebay listing at a glance.,manage my ebay listing,,,manage my ebay listing
B004SIIBGU,ABWFY5G5NWDBZ,2,I know you can do more with it but I still use the computer to list my items.,,list my items,,list my items
B004SIIBGU,A2VCRH4867PAAH,1,by my title need to  buy means u can not buy any thing from just the enternet u need the app to buy,,buy means;buy,,buy means;buy
B004SIIBGU,A2BEJERD5Z268A,1,Online if your not a member you can just pay for ur itemAnd then who ever ships to u like your a member the app doesn't give you a choice it makes u sign inSo I was going to purchase something off my kindle but instead had to go find it on eBay on the computer because I wasn't a member,,pay for ur item;sign in;purchase something;find,,pay for ur item;sign in;purchase something;find
B004SIIBGU,A1CLB5JA2TC9TM,1,Love this app.,,,,
B004SIIBGU,A1CLB5JA2TC9TM,2,I use it on my Kindle fire all the time.,,,,
B004SIIBGU,A1CLB5JA2TC9TM,3,It is very user friendly.,,,,
B004SIIBGU,A1CLB5JA2TC9TM,4,I would recommend,,,,
B004SIIBGU,AIGL5U2G8W3J1,1,received quickly and was exactly what I wanted.,,,,
B004SIIBGU,A3EP43ROHPOU4R,1,Was watching and auction I had a bid on and was able to follow progress of sale very easily.,follow progress of sale,auction I had a bid on,,auction I had a bid on;follow progress of sale
B004SIIBGU,A3EP43ROHPOU4R,2,Simple to use.,,,,
B004SIIBGU,A2OSVT0K6ZQCLA,1,up date made it a lot better to buy and sale only if it was a  way to print shippen lable to WiFi printer ill put 5 stars kingblack2210,up date,buy;sale,,up date;buy;sale
B004SIIBGU,AK532C4Z7G907,1,Makes using my Ebay account easy when I can't get to a computer.,using my Ebay account,,,using my Ebay account
B004SIIBGU,AK532C4Z7G907,2,Now I don't miss out when I get out bid,,get out bid,,get out bid
B004SIIBGU,A3PCSFLUDCINFJ,1,"I haven't really yet had a chance to use it, but I think it will be valuable for future use",,,,
B004SIIBGU,A2GBEHSM49CZ5U,1,"I've only used this a few times, but I have enjoyed it very much.",,,,
B004SIIBGU,A2GBEHSM49CZ5U,2,All i can say is try it.,,,,
B004SIIBGU,A1L3WESP6XSRE3,1,This application provided exactly what I would expect from an eBay application.,,,,
B004SIIBGU,A1L3WESP6XSRE3,2,"You can log into the application, view and monitor bids and create new bids.",,log into;view bids;monitor bids;create new bids,,log into;view bids;monitor bids;create new bids
B004SIIBGU,A1L3WESP6XSRE3,3,"I did not attempt to perform any sales from the application, but I did check and monitor bids, and it was effective.",check bids;monitor bids,perform any sales,,check bids;monitor bids;perform any sales
B004SIIBGU,A35R6B63BH08B8,1,I haven't used it much but I like the fact that it works very much like the regular PC version.,,,,
B004SIIBGU,A35R6B63BH08B8,2,I would recommend this app to others.,,,,
B004SIIBGU,A4TXDGMX5CYJQ,1,JUst like the it should be.,,,,
B004SIIBGU,A4TXDGMX5CYJQ,2,With this app you can now see you favorite sellers and do everything you need to do.,,see you favorite sellers,,see you favorite sellers
B004SIIBGU,A32DHJZPYLEYFM,1,This app is just like being on your computer but is for your smartphone.,,,,
B004SIIBGU,A32DHJZPYLEYFM,2,I go on ebay often for auctions and just to browse through a category.,,auctions;browse through a category,,auctions;browse through a category
B004SIIBGU,A32DHJZPYLEYFM,3,I have no problem purchasing items from this app.,,purchasing items,,purchasing items
B004SIIBGU,A32DHJZPYLEYFM,4,Easy to use especially for someone who likes to search for great deals.,search for great deals,,,search for great deals
B004SIIBGU,AFKRKAZ0DRGI1,1,I love it.,,,,
B004SIIBGU,AFKRKAZ0DRGI1,2,I wish the computer version had some of the same filters.Couldnt be happier I downloaded this to my Kindle.,,filters,,filters
B004SIIBGU,A13QXWEFO4WKT1,1,I liked having ebay to scan and play with right at my finger tips.,,,,
B004SIIBGU,A13QXWEFO4WKT1,2,easy to use!get your app now,,,,
B004SIIBGU,A3NX6TQ4VG4PBT,1,this app allows me to do everything that the phone app allows.,,,,
B004SIIBGU,A3NX6TQ4VG4PBT,2,"which is not surpising, because they are virtually the same thing.",,,,
B004SIIBGU,A2BUQLN8LS07RG,1,"I love shopping on ebay this ap allow me to shop on my kindle or iPhone anywhere I go, just love it",shopping;shop,,,shopping;shop
B004SIIBGU,A1RCRAOX99Z8A6,1,"Runs smoothly on my Kindle and syncs with my account, therefore all my devices are updated and match.The mobile version is easy to use, I haven't posted a sale with my Kindle, but I am able to monitor anything I have posted from my phone or computer, and I can easily search and bid on items without any problems.",search items;bid on items,syncs with my account;posted a sale;monitor anything I have posted,,search items;bid on items;syncs with my account;posted a sale;monitor anything I have posted
B004SIIBGU,A100DXQ0DFJ8K0,1,Very convenient and easy to use.,,,,
B004SIIBGU,A100DXQ0DFJ8K0,2,"It's easy to navigate through the different pages or selling, sold, payments, et cetera.",navigate through the different pages;selling;sold;payments,,,navigate through the different pages;selling;sold;payments
B004SIIBGU,AP5WWJKKDZW1R,1,"what's there not to like, love and want to buy!",buy,,,buy
B004SIIBGU,AP5WWJKKDZW1R,2,it's easy to use & you can create your own account and make tweak it too.,,create your own account;make tweak your own account,,create your own account;make tweak your own account
B004SIIBGU,AWJ33LQ9RQCSP,1,This is an awesome easy to use app.,,,,
B004SIIBGU,AWJ33LQ9RQCSP,2,It even has a few features that the eBay web site does not.,,,,
B004SIIBGU,AWJ33LQ9RQCSP,3,Now I can check my ebay listings with my Kindle Fire any time I am within WiFi range!,,check my ebay listings,,check my ebay listings
B004SIIBGU,A2L08HX1I6W9KU,1,"Love the reminders, loads fast, doesn't hog memory.",reminders;loads,,,reminders;loads
B004SIIBGU,A2L08HX1I6W9KU,2,Easily browse thru EBAY with all your favorite sellers and watch list.,browse;sellers;watch list,,,browse;sellers;watch list
B004SIIBGU,A2L02O2F72JEMW,1,this app is amazing it works anywhere i go and its easier then logging into a super slow computer lets go horray for awesome apps,,,,
B004SIIBGU,AQSAUIYLOO8H3,1,Notifications are helpful when working with other apps.,Notifications,,,Notifications
B004SIIBGU,AQSAUIYLOO8H3,2,Easy to navigate and loads quickly.,navigate;loads,,,navigate;loads
B004SIIBGU,AQSAUIYLOO8H3,3,Very helpful when searching and bidding!,searching;bidding,,,searching;bidding
B004SIIBGU,A23TJ0U6OC4YCK,1,It has really improved my searching for various items having the app handy on both my phone and kindle fire.,searching for various items,,,searching for various items
B004SIIBGU,A23TJ0U6OC4YCK,2,I have used it many times since installing without any failures.,,installing,,installing
B004SIIBGU,A3S1ZFRRPEK18C,1,I like it and use it.,,,,
B004SIIBGU,A3S1ZFRRPEK18C,2,But I wish it had a link to the full site like the mobile version does.,,link to the full site,,link to the full site
B004SIIBGU,A3S1ZFRRPEK18C,3,I find myself having to leave the app to go to website for some things... Like customer service for example.,,customer service,,customer service
B004SIIBGU,A33PNV6B2U4YTW,1,Understated version of the the websight.,,,,
B004SIIBGU,A33PNV6B2U4YTW,2,Works well for a scaled down version.,,,,
B004SIIBGU,A33PNV6B2U4YTW,3,So far no issues.,,,,
B004SIIBGU,A33PNV6B2U4YTW,4,Obviously not as thorough as the main website but that's the point right?,,,,
B004SIIBGU,A3ELSLAGNWZVAW,1,This app makes using ebay a snap on my Kindle.,,,,
B004SIIBGU,A3ELSLAGNWZVAW,2,I recommend this to anyone wanting to use ebay on their Kindle.,,,,
B004SIIBGU,A28TWRUH2SRD6A,1,I love E-Bay but the format is very difficult to use on the Android phone.,,,,
B004SIIBGU,A28TWRUH2SRD6A,2,Nothing like using a computer.,,,,
B004SIIBGU,A28TWRUH2SRD6A,3,I really wanted to like it but find it is to dissimilar to the computer format I am used to.,,,,
B004SIIBGU,AS97UQ4JA07MW,1,It is okay.,,,,
B004SIIBGU,AS97UQ4JA07MW,2,Hard to find what I am looking for with the little drop downs.,,,find what I am looking,find what I am looking
B004SIIBGU,AS97UQ4JA07MW,3,"I wouldn't use it to list an item, but I would probably use it to buy and check listings.",,list an item;buy;check listings,,list an item;buy;check listings
B004SIIBGU,AAPKL93I7U85,1,This app is easy to navigate and a joy to use!!,navigate,,,navigate
B004SIIBGU,AAPKL93I7U85,2,It is so much better than opening a browser window and doing that way.,,,,
B004SIIBGU,A2RR0QUVZ53L4X,1,Does everything you need it to!,,,,
B004SIIBGU,A2RR0QUVZ53L4X,2,Gets my items listed fast and easy.,items listed,,,items listed
B004SIIBGU,A2RR0QUVZ53L4X,3,Highly recommended to those looking for business or even fun.,,,,
B004SIIBGU,AVS0BSAKRR51K,1,I think this is a great app.,,,,
B004SIIBGU,AVS0BSAKRR51K,2,It's very easy to use and easy to navigate.,navigate,,,navigate
B004SIIBGU,AVS0BSAKRR51K,3,I use this all the time.,,,,
B004SIIBGU,A45IEQNPW7HDZ,1,Nice little app lets me connect to ebay with one tap of the finger.,,connect to ebay,,connect to ebay
B004SIIBGU,A45IEQNPW7HDZ,2,I can check my ebay bids on my kindle whileon the computer doing something else,,check my ebay bids,,check my ebay bids
B004SIIBGU,A1N34NJWD3ZMAL,1,they have done a good job addressing earlier issues and its become easier to resubmits auctions and change prices.,resubmits auctions;change prices,,,resubmits auctions;change prices
B004SIIBGU,A1N34NJWD3ZMAL,2,I use it daily go check my auctions,,check my auctions,,check my auctions
B004SIIBGU,A23DKOK3PTF554,1,Very happy with this app.,,,,
B004SIIBGU,A23DKOK3PTF554,2,Does just what I need it to do with frequent buying and selling.,,buying;selling,,buying;selling
B004SIIBGU,A23DKOK3PTF554,3,Like the notifications.,notifications,,,notifications
B004SIIBGU,A1ICZBM4AGJ95U,1,"Browsing eBay is fun and easy,but on the kindle fire we are stuck using the old version even though there has been an update out for about a month in googles marketplace.",Browsing,update,,Browsing;update
B004SIIBGU,A1ICZBM4AGJ95U,2,wouldn't recommend Amazons version if you are lucky enough to be able to choose.,,,,
B004SIIBGU,A2K4KH50MD7VZI,1,This app makes bidding on ebay fast and easy.,bidding,,,bidding
B004SIIBGU,A2K4KH50MD7VZI,2,It allows you to shop from any place with wifi.,,shop,,shop
B004SIIBGU,A2K4KH50MD7VZI,3,It's awesome.,,,,
B004SIIBGU,A15BMTH6V8FAZM,1,I'll never use the website again!,,,,
B004SIIBGU,A15BMTH6V8FAZM,2,This makes it so easy to shop.,shop,,,shop
B004SIIBGU,A15BMTH6V8FAZM,3,Its almost intuitive.,,,,
B004SIIBGU,A15BMTH6V8FAZM,4,I am really impressed.,,,,
B004SIIBGU,A3GKD1JE9LRSD1,1,"Love being able to check my ebay on my phone, huge convenience.",check my ebay,,,check my ebay
B004SIIBGU,A3GKD1JE9LRSD1,2,Helps to keep track of your bids.,keep track of your bids,,,keep track of your bids
B004SIIBGU,A1PUB026V8KM09,1,Yes this one more of my favorite sites.,,,,
B004SIIBGU,A1PUB026V8KM09,2,"I go to it often, and with the holidays come up I suspect I'll be frequenting even more.",,,,
B004SIIBGU,A3G3OQSY33T9RH,1,If u dont have a paypal account you can't buy anything.,,paypal account;buy,,paypal account;buy
B004SIIBGU,A3G3OQSY33T9RH,2,Nothing more to say.,,,,
B004SIIBGU,A3G3OQSY33T9RH,3,This teally sucks.,,,,
B004SIIBGU,A3G3OQSY33T9RH,4,Makes me not want to do any ratings,,,,
B004SIIBGU,A1RXDWKKW2U6XV,1,"Works good just like the computer version, does what it is supposed to do.",,,,
B004SIIBGU,A1RXDWKKW2U6XV,2,I use it all the time.,,,,
B004SIIBGU,A2ZOW0KWQ4QGOT,1,this app works great if you use ebay alot.,,,,
B004SIIBGU,A2ZOW0KWQ4QGOT,2,it is easy to naviagte and it feels like you are online at home,naviagte,,,naviagte
B004SIIBGU,A71B5AOFRDKZ,1,I love using the app instead of the website.,,,,
B004SIIBGU,A71B5AOFRDKZ,2,App works well on my Kindle fire HD and my android devices.,,,,
B004SIIBGU,A2ILFPBFH6F0IP,1,this is great to have...still learning how to  use.,,,,
B004SIIBGU,A2ILFPBFH6F0IP,2,getting better...like watching auctions...and keeping track what is going on.,watching auctions;keeping track what is going on,,,watching auctions;keeping track what is going on
B004SIIBGU,A2BCKTGKTJFDUK,1,"If you want to buy things, you don't get as many results for your searches as you would on a pc.",,buy;searches,,buy;searches
B004SIIBGU,A2BCKTGKTJFDUK,2,I do both.,,,,
B004SIIBGU,A2BCKTGKTJFDUK,3,So I wish they would fix the problem.,,,,
B004SIIBGU,A2BCKTGKTJFDUK,4,It's annoying when I want to find certain things switching between my kindle and the pc.,,,find certain things,find certain things
B004SIIBGU,A1WSB2SNPO9EO4,1,So far so good.,,,,
B004SIIBGU,A1WSB2SNPO9EO4,2,Love having Ebay so handy at all times.So easy to keep up with my bidding.,keep up with my bidding,,,keep up with my bidding
B004SIIBGU,A36DX9BGEKA052,1,You will not be disappointed with this application.,,,,
B004SIIBGU,A36DX9BGEKA052,2,"If you want to check up on an item, at any time, this is the one for you!",,check up on an item,,check up on an item
